gene,logFC,pvalue
APPL2,0.3051521204374321,0.04941740607468302
ZFC3H1,0.29506704112352367,0.04944534967440801
DENND6B,-0.35189179475975774,0.04959390094579551
SLC25A46,0.3031529913967912,0.04968242596881812
CCDC6,-0.30713023874219836,0.04972718098085929
EGFL6,1.1522506712056408,0.04976639488379168
ATP1A3,0.6063445887317798,0.04980633822633519
EIF4E2,0.7334665706639676,0.049834125952919604
C3ORF14,0.37834711273685073,0.04991668604003283
CD24,1.2993336100521322,0.049932191697196586
KIAA0319L,0.44918429749483924,0.049961820916131265
SLC22A6,-0.8061764434282868,0.049994923863181565
RSU1,-0.8588174725251427,0.04999595952764097
NNAT,-1.0075911515258067,0.05004042033779002
STXBP6,1.4703787211940789,0.05004580264958242
MSR1,-1.0325055195855626,0.05006457847910363
PTPRM,-0.4509082009107086,0.05007426203965962
PLK2,0.6367765491085677,0.050127666212070224
C16ORF95,-0.7468637087751233,0.05020459377254947
MAP3K10,-0.195657151346464,0.05025590176044605
PLD1,0.67207573382005,0.0502561546842895
ETAA1,0.7254124849262764,0.05031620878560868
ZNF286A,0.6084756340667159,0.050481126306890826
PARN,0.4627581031424235,0.05049573517814721
AVP,-0.9137005920168431,0.05053992567202349
UEVLD,0.31130082012430194,0.050621635261121976
SCG3,0.9070846190756614,0.05064876354937365
TRIM8,0.3564201749831337,0.05065018906003763
IL18,0.5763176980431339,0.05066610323014878
BRCA2,1.2811399797363192,0.05068295358661348
XRCC2,-0.46136981722424064,0.050694174045639195
SF3A3,-0.23272858038399313,0.05073976677353817
USP48,0.433506328394234,0.050755376379327866
HPD,-0.5075962114142158,0.050805010512509755
PSME3,-0.437483696468961,0.05081410753598863
TNNT1,0.8882733699993315,0.050823308129810306
XRCC4,1.0804631546724757,0.05084015017807449
PUS3,-0.3258440452714986,0.050883268944231626
ZBTB38,-0.542774128714175,0.05092163138844773
B4GALT3,-0.3337109899313617,0.051022784290401434
ASCL3,0.7675270137094641,0.051061202551691935
GDAP1L1,-1.0272131024019764,0.051067390902769114
DDX11,-1.205054538582969,0.051081371722801756
FGR,0.5894595265365563,0.051128917486327446
CA5B,0.8695007935382719,0.05119143045183235
KHDRBS1,-0.32012987729128284,0.05120012235543402
WIPF2,0.19465960646736846,0.051251675331857434
DNAH7,-0.49534272832609894,0.051282084894186376
UNC5C,-0.8472349754890196,0.051300960493191515
CSNK1G1,-0.9672909418579687,0.05136290534833159
OAZ1,0.14276882581237338,0.051390682453144564
STAU1,-0.31238908833767454,0.05142384259252806
POR,-0.29145615779608036,0.051452193496364027
KHDRBS3,-0.48163477394480303,0.051485243356962224
RAVER2,0.9325848496969948,0.05158608747613129
TMEM63A,-0.8241861479398915,0.05160855904993101
CTRB2,-0.28750077015764486,0.0516102900207943
ZFP69B,1.0522140500611328,0.051671131825487875
PIGN,0.6902353173791038,0.05169259119306759
CDC25B,0.48005080146087487,0.051788052540373095
PARPBP,0.9739405165093729,0.05179622550207791
CTSF,-0.5082862381010695,0.05186817251740341
SMG8,0.1935419342213418,0.051880350731752845
DLC1,-0.6260329855484406,0.051889829947982816
MAP4K2,0.730481004893127,0.05195232440122572
LINC00921,-0.23642413173779175,0.05199831644549173
LOC100506469,-0.24522245210404492,0.05200443393734449
SP110,0.5170992594266499,0.05203027098324259
HEXB,0.36865924285542384,0.052137915873798055
PER3,0.5896413277275965,0.052151178644724835
CHMP4A,0.41539487313298906,0.052193177437350864
PEX11A,-1.2852020473168526,0.05222039916398011
RPH3AL,-0.3486200796698986,0.05223832092449509
RNLS,0.7623803554826623,0.052258097453563225
USP47,-0.1856458837681867,0.05229185141373709
HSD11B2,1.1237335479524235,0.0523398348249546
RTEL1-TNFRSF6B,0.7029450749356396,0.05236107188984913
DHX38,-0.33131454678831584,0.0523937795810742
HLA-B,0.3355080524963583,0.052399395662907716
CDC45,-1.2231930183083675,0.05240474724619099
RP6-91H8.1,0.4219021849573057,0.052438763809557774
LOC644172,-0.6832389744899423,0.052455633185897445
ADCY8,-1.0033475718960432,0.052463914845489526
LASP1,0.45249593028256285,0.05251109152725501
APBB3,-0.31085417376928426,0.052515526423670106
RBL1,1.0748247875267163,0.052519303330734395
RECQL4,-0.428482712789068,0.0525218704037308
DYRK2,0.70672578890479,0.05255921662891186
LINC00965,0.7483585436028761,0.052561943794285984
ATP1A2,-1.3286426629574892,0.052682166317624866
NACAP1,-0.5155198293883689,0.05272442366670087
PAX5,1.1739546633989857,0.052728991182982375
ZNF331,-0.6609595983430907,0.052751043567575415
NAT10,-0.4738553697597734,0.05278496847102439
VPS39,0.3788281171138106,0.05278814243389522
HJURP,1.1066436167750897,0.0528122932780021
FKBP3,0.4003227006722643,0.05286428985410639
IQCH,1.1973596030388434,0.05290966153553871
ADH1A,-0.9211803585290008,0.05297221980637175
ADRB2,0.5078121681458274,0.052972695174789364
SYK,0.7201388004796367,0.05297463703957905
BAIAP2L2,0.7923694059078099,0.052988989422820716
EMP1,-0.6157944676042852,0.05299558195997637
FLJ22184,-0.3833447656758717,0.05309603716725652
LTBP2,0.6461163625308064,0.053131351996584496
AP4E1,0.9268675033920095,0.053275422280765636
KIF15,0.6346421227867465,0.05333579109372648
BCL2L2,-0.28040211984186847,0.05339569288284603
PYCARD,0.45428792538607077,0.053441189177166386
PRH1,0.48862727941013206,0.05353307575455769
STARD7,0.1898348814135744,0.05354444502986156
CXCL5,1.358230982587072,0.05355582626009739
ADAMTS9,-1.0684587781338646,0.05358066456343521
AGAP11,-0.3993817185228732,0.053641392612162914
NDUFA8,0.24372588496713377,0.053685503544735474
MPV17,0.47811570395198544,0.053759435169339405
GNAO1,-0.9067809204830573,0.05376204740317355
SULT1A2,-0.25647453306425483,0.05380100446341156
THNSL1,0.4661089479915237,0.05386129678150708
EFNA4,1.0055177840667078,0.05387926497288687
HNRNPR,-0.43519182369180953,0.05398780587263468
SH2D3A,1.0892905038568585,0.0540090691950239
SPC25,0.6665828684688107,0.05403837362597832
KDM1A,-0.27860822400862695,0.054051981905085075
ASB6,0.36356356404853774,0.054069972522035194
CCNE2,0.7116530281293603,0.0540745162185177
ARL6IP5,0.49692354828806096,0.054076688028773405
MFNG,-0.5912408778379055,0.054103946801240664
IL17B,-0.29782128208861325,0.054123489139179165
PRDX4,0.3016453180534757,0.05416883509333624
ASNA1,-0.2179064404710367,0.054235078047625736
SPOP,-0.29824952087561307,0.05430622437346627
YWHAH,0.31153276057630563,0.05431321874034467
RAB32,0.30514045708927995,0.0543446893348719
RMND1,-0.33058317569440376,0.05447273938530903
LOC100509646,0.5541235584186026,0.05451675884182326
SLC6A10P,-0.9798400739183917,0.05452682648903752
UBASH3A,1.3667777939798391,0.054549433596647504
ST6GALNAC2,-0.8583931373412081,0.05456572124342856
RNFT2,0.9134328450652447,0.0545910886221035
ALOX5AP,-0.6078333341716231,0.05468154956718043
ASRGL1,-0.6980796921258285,0.05470807456975937
CATSPER2,-0.719625403479272,0.054730302609001524
KIAA0391,0.7242808588756651,0.054734210848916415
EEA1,-1.15896754016363,0.0547732029008778
CYP4A11,0.8509544502323658,0.05479149847934743
VPS13D,-0.5416358865837623,0.054851857141352
NCOR2,-1.107848603383914,0.05485783247722931
GABRA3,0.738011238666187,0.05488641061457019
TENM4,0.9759842597727291,0.05489971626014141
NAALAD2,-1.0402449693332656,0.05496000007023262
ASMTL-AS1,-0.477649676949472,0.054967351229578715
C6ORF25,-0.6612138534554539,0.05499779661236968
FAM224A,-0.7010446367976266,0.055012398378129775
PRPF40A,-0.5948083829476118,0.05506200984477727
KRT8P17,0.4305740692684772,0.05515305560034209
TARBP2,0.21265282385933482,0.055153641398274535
MAGEH1,0.37508897995346047,0.05516410131151426
MIR3656,0.27380584900553195,0.055188548707096184
ADO,0.4935555364926181,0.055231072525156126
GAS1,-1.748999344684914,0.05524761447373094
MKI67,0.9359307747236247,0.05551136317276243
NCDN,-0.4780178855594732,0.05552951756075639
UBR7,0.21704283715587813,0.055541041983034105
ELAVL3,-0.8698159325594608,0.055618718841569256
ATP6AP1,0.44479107606802337,0.05566703352043868
KIAA0485,-0.8894685642921134,0.05570013974871521
ZMYM2,-0.9668130814982785,0.055736860250001075
C11ORF71,0.28586264348034884,0.05573860369592878
WDR60,-0.8485099161323708,0.055811867645983594
RNF141,-0.4194417267058732,0.05598207089817723
LIMA1,0.44257479815099643,0.056039876376226316
RASSF8,-1.090150857006405,0.056048969926334895
NR2F6,-0.8798253212223799,0.05606193712232323
TMA7,-0.41459809641282064,0.05606770529692069
C11ORF63,0.37215148268887965,0.056200773902123746
CREB3L2,-0.27578642056391445,0.05622203158623748
HP,-1.9048409671347217,0.05625584750512698
TSKU,-0.7613999842427557,0.05637274037313812
ZNF8,-0.2852902213695456,0.05648770027309334
ZNF322,0.4117526859039895,0.0565785017661648
ZNF274,0.2651114793973175,0.05658338302629056
ZNF277,-0.30016133230002495,0.05658857985255753
CENPO,-0.4680488149834394,0.056659827382084735
PLEKHB1,0.6282701846694287,0.05668601838442911
MIR6125,0.45421943945502186,0.05669138356265188
KLF3-AS1,-0.8080523880173898,0.05672453164798514
DLG1,-0.9701528711822363,0.056813321347093014
RP11-119F7.5,0.9644095017765135,0.05683887751779108
DUSP9,-0.5469308574603948,0.05684642958183144
MBNL2,1.1247779582149464,0.056913377940127616
E2F3,-0.3400771314538087,0.05696481661558736
DDX3Y,-2.879517889834095,0.056996904063340285
EREG,-1.5182492630628266,0.05700415220931084
BBS1,-0.2612701063566192,0.05712274897171495
RABEPK,-0.25438338321474063,0.057142805258682636
RAB22A,-0.21953795135606313,0.05715559630569073
RREB1,-0.7755889897989316,0.057225080649996304
SNX17,0.35093530737787937,0.05725277957662138
CHN1,0.8438888263563555,0.057260736913312967
HIST1H1D,-0.48598370613086406,0.05727364674859393
NEFL,0.8963638989183833,0.05732390720753292
SPCS3,0.46165372815577665,0.057376389503317575
TSC22D4,-0.33352041043533553,0.057441256111265854
MLLT4,1.0569839218686035,0.05744787482830284
COA7,-0.6883006298385501,0.05750406276059873
LHX6,0.3577230191303471,0.05753411860433752
KIF25-AS1,0.8981579398196624,0.05757887654302289
TMEM165,-0.4951415021341212,0.0576387013557297
C3ORF27,-0.4614231527072752,0.05772993398058392
APOB,-1.0406677295743982,0.05774446582446894
LRRC47,-0.23281000769040716,0.057749391467785814
IL17RB,0.653005125827665,0.05775579043147195
FANCC,0.1791706494416374,0.05776110540101968
DNMT3A,1.1086901966011435,0.05783724385049246
MAN2B2,-0.3519369785973936,0.05783727122579115
FAM162A,0.44533759160916286,0.0579094953043348
TOMM70A,-0.3533919677238835,0.05793430647179095
SDC4,-0.5815379051257477,0.05801980040579605
UPK3A,0.4758233648429031,0.05805031469267386
LTBR,-0.31721189065724786,0.05805400902540645
MLLT1,-0.5935186936668675,0.058104629043745984
ADIPOR2,-0.25719505588785374,0.058171535817775434
RIMBP2,0.9356539915688309,0.05819428174851789
OSBPL9,0.34273261795885546,0.05820174433998672
ERVMER34-1,-0.6867695925718902,0.058289452637884556
PHB,-0.3328866858864643,0.058306306674820625
CES3,-0.3100571955049194,0.05831326249888276
KCNK15,1.1474348373503411,0.05831730067087316
DRD1,0.7578423243831254,0.058320736049516354
RP1-28C20.1,1.225705544446626,0.058455197781551824
PDE8A,-0.5989033000580317,0.05849284182978361
OSM,-1.0314692093562572,0.05854443828066312
GPHN,-0.25901437288094886,0.058594056933926664
MYO3A,0.5055906431393353,0.058686308293590124
ZNF611,-0.4374185006824156,0.05876124797564394
GLT8D1,0.40630461222702685,0.05877208363712668
SPDYE2,-0.5615398616491989,0.05878456621416426
EBLN2,-0.7911597540715256,0.05887399190901653
CTAGE4,0.31122683851799415,0.05909210358270068
LHPP,0.5912947708107303,0.05910260549372684
TROVE2,-0.4654534888959132,0.059145370688191694
FAM89B,0.35709721079340717,0.05914653136136944
MOSPD1,0.28038843042940087,0.05915720741509828
RP3-406C18.2,-0.6272560222995227,0.059169780929793234
FAM131B,0.7795840862326946,0.059173192792735696
POLR3G,-0.6951120435685114,0.05930773360658574
USP11,-0.3279687003676752,0.059332652790404096
HMMR,1.239086702753398,0.05934922921337044
RGS16,-1.4058657431696417,0.05944393384098236
BCCIP,-0.4927155098050271,0.05946277975492028
ALDH8A1,0.6144813450440783,0.0595006208715123
COG7,0.853030004661127,0.059613364189325446
KALRN,-0.8668129107035929,0.05961416511468466
CPM,-0.6025859174431476,0.059662611419627636
POM121C,-0.4053111509388234,0.05970970683491328
ZNF226,-0.3033481266583138,0.05977811834578496
CCDC7,-0.5730360319675656,0.059879074576828825
DDX19A,-0.344781451287254,0.059946162282601974
ACSM1,-0.6642554846879292,0.05994912678981878
ZNF236,0.7094124685546017,0.060011619287037
CYTH2,0.2803171646947824,0.06004393547325269
SH3GLB1,0.2258810212584379,0.0600460808731895
KIAA1045,-0.6369023842274979,0.06007650966537507
ENTPD2,-0.7568744527435101,0.06012163047315509
ST3GAL5,0.4828047582126054,0.06015209175617026
ARHGAP4,0.6865222328220026,0.06016555856172931
YIPF6,0.3215961320206766,0.06018164415778207
MIR6840,-0.8936422660434493,0.06019820831853393
MCTP1,0.7083651944794518,0.06023171831620906
PGBD5,1.1084755859180024,0.060302985316725344
YWHAZ,-0.4836221530481488,0.06033531468240419
MYOF,-0.7056187559427238,0.060346223550270715
MAP3K13,0.9085862107023281,0.060415752707339884
CNTLN,0.46727786118196946,0.0604385809727539
PPIP5K2,0.4344021297211871,0.06044273930882771
MAGI1,-1.4713422692926663,0.0604523590078527
RSG1,0.31469810138272525,0.06045670285493591
AMOT,0.6915564446272588,0.06049966035694368
POLR2G,0.21114553858454244,0.060525794789996853
CLIC4,-0.46183438421851797,0.060529882038726286
TGM2,-1.2377041839022827,0.06053145481232697
HEMK1,0.9948389148935926,0.06055457526171052
STRN3,-0.7224947862961288,0.06059646265315325
CREBBP,-0.5479731914189196,0.06061880209308425
UCHL5,0.3469336101890548,0.06069557408414514
OAS2,0.7344905457636548,0.060723904256916164
APOL5,0.5188490242671295,0.06076511402521213
APCS,-0.3738873518080128,0.06079454807619383
C6,-1.3944199240910198,0.06088926324728607
SH2B1,-0.46332307322607846,0.06095028745839182
CIB2,-0.9162424210648314,0.061024350932614185
CHRNB2,-0.7811988749149998,0.061076394225815275
ANAPC15,0.23212897131338117,0.06108062360102871
MID1,0.9036070214569394,0.0611125706374576
PRUNE,0.36507333953186283,0.06121205098375334
EIF4G3,-0.5814345223007793,0.06127109977598135
DDX46,0.28261866120369916,0.061465553237527885
CCL27,0.8529582950237664,0.0615196612700996
MARK2,-1.0324409186317736,0.06162116666586936
IMPA2,-0.5583389137538592,0.061622003458762016
ALOX12P2,0.6326042290130767,0.061633493150536
CCRL2,0.4080886592379649,0.06164047514689399
GCM2,0.8804360913823324,0.06166254528196171
TFCP2L1,-0.5909426909786699,0.06167614346009829
CDK2AP1,-0.2074021078329018,0.06172200649989305
HMG20B,-0.8386521656058612,0.06174782034228543
FAP,0.7384920236864332,0.0617556584551207
DPYS,0.7918407189205565,0.06177954409635354
LINC00483,0.5080331223367289,0.06181266734099827
BCL11A,1.1474503912907474,0.06183206956547363
CGB1,-0.4551676086654739,0.061843711062165914
GNAT1,-0.5960944092705565,0.06184932721940748
GLB1L2,-0.4963397745546798,0.06189334655949427
RGP1,-0.324549354893521,0.061989601168401985
TRAPPC12,0.42755733913618954,0.06204894090341067
LCT,-0.5213637085653513,0.062058699598775836
QPCTL,-0.43748710904625554,0.062073684673392866
CCDC90B,0.16904522720852455,0.06208676006953958
BLCAP,0.25159412312666163,0.0622105747001197
OGDHL,-0.4025146082868951,0.06222321465707064
HBZ,-0.340098161141172,0.062266874630029376
ADAMTS8,-0.7795703783726644,0.062307252717729446
MAP3K11,0.20857526922618774,0.06237453979002169
RAB26,0.9613342344106073,0.06239538728334982
CYP26B1,-0.5827786769373411,0.06245505321929298
AKAP2,-0.5741098084170666,0.06248542208580717
MOGS,0.20032856089102324,0.06249491085545499
RAC2,1.3287657703337903,0.06250361483926223
VEGFA,-1.1486330307092665,0.06252125917602913
GAL3ST1,-0.5305187304066767,0.06253831161391245
LTB,1.151917208804588,0.06264797461923093
PEX7,0.7996058802335382,0.06265272902318843
C1QTNF1,-0.34328356631015744,0.06266736844061979
KRTAP4-7,0.7475311148661241,0.06276199683126753
SARS2,0.2431245731818521,0.06287226210791012
LOC79999,-0.6589629251595612,0.06288715279911984
RCBTB1,0.366006403749366,0.06295529787357652
NCBP2,-0.49214572632686693,0.06296238784837563
TBCC,0.397271434857668,0.06297812189206527
GDF10,0.5990320521246373,0.06310133242070251
KRCC1,0.23063391430526714,0.06310304118399039
ALDOC,0.36419876624828973,0.06310482693433454
CEBPB,-0.2958848051363212,0.0632260914117789
DKKL1,-0.3497790427652969,0.06334440848047848
OR12D3,-0.761278998429388,0.06339257014146361
EML2,-0.7937229598327757,0.06340170703984914
ST3GAL4,-0.8468470907299421,0.06348475441875563
CCL22,0.8586483396792977,0.06348628919627014
PTER,0.38588908373395725,0.06350844733563367
CHMP1A,-0.3181533767909208,0.06352756990465137
PYCRL,0.7605550587905796,0.06362639807372232
YIPF2,-0.5295152788746131,0.06362963240473811
SLC17A1,0.3241264869913998,0.06365144712750805
MIR6787,-0.8215250322708183,0.06366473807897718
RP3-334F4.1,0.4971662127063219,0.06367716015744722
SERPINB13,1.0625377705318826,0.06369508626339919
FAF1,0.32523523848020375,0.06370340836483887
ADAM9,-0.258168342385126,0.06370722029946016
NKAIN1,-0.46920632808096485,0.06371308576852555
CYP21A1P,-0.9219100568732834,0.06376146135562168
KRT31,-0.43430079129811183,0.06388651695943333
KLHL21,-0.5498927702144201,0.0638901879520088
CHD3,-0.4648161642857236,0.06389175354746755
DPEP1,0.4139306383181296,0.06391471435648559
MORN1,-0.5286596573378528,0.06391611862291656
DCPS,0.26345473252138163,0.06393656498212617
SF3B2,-0.34581178092582476,0.06395926502458163
SLC39A4,0.4815758087170936,0.06404944943147978
AF198444,-0.9635086649002416,0.06405781077432211
SP140L,0.43966558883123597,0.06412868577513788
NOTCH2NL,-0.6724310638627617,0.06415245918002363
ROPN1B,1.0511644500039292,0.06419623449553748
IGHD,1.8798593759462792,0.06431054805888566
IGFBP2,-0.7760706997262528,0.06433793765858437
KLRG1,0.3689013227127722,0.06435659625080183
IL10,-0.5039880716655798,0.06436822080122756
UST,-0.6846420113618015,0.06437367970318049
NMNAT2,0.7403180306456365,0.06439983622900686
FCGR1B,0.9038483919691149,0.06442326113735033
KLK5,-0.720028266159578,0.06444290888714466
CD244,0.8007884403239132,0.06450766700512936
PNKP,0.2246964456444367,0.06453448485199788
COPS6,0.2476506235437892,0.06455759051027068
AACS,-0.33285828456510913,0.06465239807357356
ALDH1L1,-0.9290793530211561,0.06470223240362484
SLC19A3,-1.0161288185082675,0.0647101129025122
TMEM115,0.24368805961284323,0.06473045196177389
IARS2,0.3179928283772142,0.06473984560469441
CHURC1-FNTB,-0.513990646160627,0.06474111442007235
RPL29P7,-0.4910043915357232,0.06474306020463548
MAVS,-0.32496769558735394,0.06477097494318791
ACTN2,0.9209161363120315,0.06479765302394906
NEK3,0.387746912273605,0.06489118090612504
DUSP12,0.3878578482170827,0.06493677133453514
UBE2L3,0.31241482764431616,0.06516032159674198
RAB40C,-0.1524918324024136,0.06528249328432666
CUX1,-0.2402718884659798,0.0653987563544455
LZTS1,0.9473690445590837,0.06554986266133496
CBX6,0.32005207451078377,0.06558602071786017
MTHFS,0.3542718509864464,0.0656216192640382
DDX56,-0.27414931397897924,0.0656637651892893
CD1D,0.7554292433875762,0.0656868722489729
GLULP4,-0.7466164279549234,0.06570088249315383
ZNF41,0.8580412059611908,0.0657442743357094
C17ORF59,0.7048629292064144,0.06576905944699599
DSG3,0.6660752256463347,0.0658307180001214
EFHC2,0.6038643068157485,0.06591689820638437
RIPK4,-0.6990652187125628,0.06591734148008194
ADCK4,-0.9694560398558125,0.06592852980262544
USP2,-1.0573202235384103,0.0659672791757188
MUC13,-0.7621740966396633,0.06597056271458686
PKP4,-0.8554096330304999,0.066109771093349
CLDN18,-0.7421284304005336,0.06611991424783675
UGT2B15,-0.994045005508319,0.06612795270891624
CXORF36,0.40216903357444256,0.06615967613918958
NARFL,0.6573885492573925,0.06622194510822069
KCNS1,-0.37584185263728465,0.0662376872791517
L3MBTL1,0.9134032270806065,0.06624387414990628
PRPH,1.0248354195474567,0.06628871650253397
PTH1R,-0.3753755052732366,0.06630049477895879
SEC22A,0.26222318299671876,0.06631252415042713
ZNF532,0.3306873883106025,0.0663934620369879
CHD9,-0.5714415325654336,0.0664131939832546
CUL2,1.1578572207958544,0.0664315653130563
OSMR,-0.6600491241206434,0.06645545801350687
STIL,0.3851464558770852,0.06648071457815141
TACC3,1.0102713511649304,0.06656735215038914
LPAR1,-0.5186854933509224,0.06669966960647676
SCYL2,-0.46142453878364353,0.06671107367949247
LOC100127886,1.4298731426404223,0.06682115893396733
ZMAT4,0.35424295647986304,0.0669513745069012
ZNF667,-1.167432704261215,0.06695627538881689
MRPS16,0.2425749123257308,0.0669897546298548
EVI5,0.8776814969866171,0.06700193891022439
FAM45A,0.2124403347509407,0.06704105778240349
GABRQ,0.3582596098553861,0.0670422992554514
CLTC-IT1,-0.8570269949166525,0.06713846177527218
C9ORF78,-0.22034346613712685,0.0671537408201399
GREM1,1.2913507289969681,0.06716096612389565
P4HA1,0.27196014452342787,0.06716419196229689
CDK13,-0.7484272831686072,0.06717532493971991
RPA2,0.2230984962131526,0.06717698170332152
SLC35A3,0.5394502472878573,0.06723138812635933
CTSG,-0.5301784256856701,0.06725156412477605
LCAT,-1.267911407313254,0.06725314931708316
HYPK,0.3742031204135259,0.06727036192042932
COPG1,-0.20399110746136273,0.06729754251741539
MVP,0.26442785617990694,0.06738355245521115
EFCAB6,-0.4140145107712865,0.06742619701072237
LOC101927051,-0.3753660706135711,0.06748692666148623
DIP2A,-0.8556438349025095,0.06754684501859087
SRPK3,0.5271096776819642,0.06757240624703548
CLTB,0.8369061550182204,0.06759629042239736
ZNF76,-1.1758234151090212,0.06760068845936663
FMO1,0.750714962249531,0.06762655144402024
STK19,-0.5307208411919824,0.06763103126065433
CCDC64,0.6265249454019521,0.067644553499347
PTPN9,0.253184950955454,0.06768400394399392
PARP16,0.28603797971174316,0.06769320741807218
ASAP1,0.35638706617428184,0.06772162081540346
PPM1E,0.6749814899470787,0.06773800744279942
LAMTOR5,0.19179347392440604,0.0677412892075086
HPN,-0.3460972530344515,0.0678041582957642
FAM13B,-0.22368585059589208,0.06783645502258444
TRPC5,1.2734409939992544,0.06787124208893353
PFKM,-0.2564090741629155,0.0679105441180589
LILRA3,1.1301705489728464,0.06791138459766231
CENPU,0.6267370840366295,0.06796476298410527
SH3GLB2,-0.4136274485620657,0.06797192295984796
TSPAN7,-0.5030303484998324,0.0680043713284209
DMP1,1.0272933898000143,0.06807640808552816
PRRG4,0.6089150612121443,0.06809177622531995
ZSCAN32,-0.7746339213416222,0.06810433146194646
PROSER1,0.2878632968882968,0.06819217462912552
MUC5AC,-0.5183594857559344,0.06824599174156751
INTS9,0.21795655421324334,0.06827010762852949
PHF3,1.1338858924266375,0.0682880909130867
CAMK1,-0.3002634172970726,0.06844678261110944
RBM3,-0.5218944129593925,0.06844971489187868
KAT6A,-1.2372246574083494,0.06845227750046427
CCNK,-0.6533434966388412,0.06847066717377139
NEMF,-0.39362523789975157,0.06850718353226357
GLDC,0.5396647263698924,0.06854387780126583
AGER,0.6207090105022117,0.06858317781261924
TMEM187,0.4562140757817552,0.0686025836147976
SCAP,-0.13956002957076308,0.06869650980597711
DIO2,-0.8773167521975909,0.06873953675007027
UTP20,-0.34405838331929495,0.0687689733026354
AK021933,0.9297115533124529,0.06878389691816583
LXN,0.5327561012160089,0.06887238997161728
PTGR2,0.2089999239315805,0.06887446694172217
OTUB2,-0.7226377405764106,0.06889051324857295
HOXD1,0.972272397014323,0.0689567999329919
TEP1,1.1085270069372175,0.06904633797043254
COL4A2,-0.6170203424667715,0.06905589677314838
ACSL5,0.3827649659082617,0.06907173336850213
ALX4,-0.7433964625543132,0.06909149595107308
SPP1,1.2010344771213433,0.06926469654751756
GYG1,0.30162001661326343,0.06938642257805273
MAGEA4,0.8622519081735645,0.0694135733971281
SERPINA4,-0.27779944897537145,0.06952180331010845
SCIN,-0.5171780800692547,0.0695410218192954
MCAT,-0.31551681007830723,0.06957960897717143
SIX2,-0.5711921760428282,0.0695858951856625
DGUOK,-0.23642663608772807,0.06962280607839774
GPR125,-0.5307594172150729,0.06963654979023914
CASR,0.7018291740240854,0.069698278880214
RIOK3,-0.5907302001052948,0.06973790005069358
ROBO3,0.7093255457337078,0.06988058848791301
XRCC1,0.5193274737411624,0.06991451449145039
NONO,-0.20419053183927716,0.06996122863151572
RAB4A,0.3519939278468698,0.0700318330496288
GAR1,-0.4268765881475609,0.07008959666345256
ZNF706,0.22360734830604656,0.07011226779152964
CXCL6,1.0434557096743946,0.07011673173326642
NCAPH2,-0.5060751926983622,0.07016178314891534
H2AFZ,0.36678847481418764,0.0702146253201953
LSG1,-0.48060528163739136,0.07025338822873906
GCG,0.791149621590229,0.07026022720752348
ATP2C1,0.3825145716299376,0.07029025997344297
HCG9,0.7624581359958924,0.07031500676373353
AK1,-0.5195566413565746,0.07036065402898714
TP53TG1,0.6967457613971204,0.07053614478571751
PTK6,0.9038568915363263,0.07057166627608744
PPP2R5D,-0.352533680948671,0.07060860537755659
MAPK10,-0.6502861704515244,0.07067163585056974
CNTN1,-0.4331771797509951,0.07075837899517162
FAM76A,-0.7963590043355806,0.07083309032266359
BC069776,0.3558514606261092,0.07086988061288238
TTN,0.4816887985385403,0.07095451414290486
WDR91,-0.3535162595002994,0.0709717346920715
SRP14,-0.1743563416991627,0.07101421749019117
GK3P,0.9373201338243806,0.07104095094428374
SENP3,-0.4285700228547782,0.07107174406199326
PTGIR,0.47053788712155686,0.07112010234974624
EFHC1,0.5658668662855684,0.07113279642579395
WNT2,0.7300806681496006,0.07117202762084868
TNFAIP3,0.5581673956783018,0.07119126770656352
CDKN2B,-0.8575805686579114,0.07122506740176886
ZER1,-0.7639045256121051,0.07124464182752863
PABPC1,-0.29432126095196054,0.07126560090924448
AFAP1,-0.6447239429796419,0.0712877237908119
VAC14,1.1650345218758966,0.07129892823828032
CCL7,0.9535617612645444,0.07130226183761178
GGCT,-0.438865012583042,0.07134961155288351
DGKI,0.8220381811975894,0.0714711831211796
KIAA1109,-0.7765626981567926,0.07149781986889107
POLR3D,-0.31492471140510503,0.07156613906136688
LPL,-1.696182835969248,0.07156850877619497
DCLK2,0.7472084665712702,0.0715754150586805
HPSE,0.4946100855252791,0.071592623137068
DKFZP434C153,0.6864799658361385,0.07164868747997724
KLHL36,0.7269982173334801,0.071758869413451
TTLL12,-0.1879199811960941,0.07176659518761919
SPATA5L1,-0.6230963930854454,0.0717677213422273
LOC100287590,0.9640560318169706,0.07182008147447384
CS,-0.23684526546712448,0.07188721790520552
MAX,-0.4310593738150619,0.07190140116832852
TUBA1C,-0.22018417196986562,0.0719320320567633
LONRF3,-0.3971208616228674,0.07197879116379066
INTS1,-0.9157472737684564,0.0719893289942907
ATP5D,-0.28536315602522144,0.07198966870068038
ARPC2,0.22941915029800342,0.07202313820019438
CCZ1,-0.4321796638275899,0.07210182106860441
C2CD3,0.2617256056541448,0.07210461446922195
NUTF2,-0.33953451430481607,0.07210468852299869
AKAP11,-0.6194152009142853,0.07214920829453167
TRIT1,-0.305884406696622,0.0721965237560867
F2RL3,1.0794337671375294,0.07223257268213523
OIP5,0.5790704772993838,0.0722427570090079
HNMT,0.6106686959689114,0.07235864451702896
YIPF3,0.2696770482706512,0.07270869717414515
ECD,0.23769631243271583,0.07276510772690953
