gene,logFC,pvalue
ABCC4,0.9799030715288222,0.0008573068468617
MAD2L1,1.0945740143709823,0.0008594176297139
GZMA,1.4999108505404593,0.0008666662870949
ABCG1,0.860873398876361,0.000872692199872
SHC1,-0.8518954694578778,0.0008741346696551
LAP3,1.0922281953220594,0.0008838944554453
RASGRP1,1.851545718810476,0.0008853847457511
HDHD1,0.5671355351386058,0.0008891235763596
SSTR3,-0.9328995443191914,0.0008901410916671
TIMP3,-1.3528058635222635,0.0009065638735133
LILRA2,-1.153999114671687,0.0009251095116603
CRLF3,0.488621660516328,0.0009387750608312
PDCD1LG2,2.0913140996187867,0.0009443175344239
CCR5,1.4347889448067708,0.0009469482743188
HDAC7,-1.046987140558188,0.0009499292755308
FCGR2B,1.0443765504209548,0.0009579390792415
STAU2,0.5551519828331015,0.000961909350604
LOC730101,0.9891223547003324,0.0009630224119919
LCK,2.5946480925204,0.0009677070069008
TOX4,-0.8374287486743102,0.0009704906544617
BPTF,-0.7559774720753936,0.0009726131809274
ANKRD10-IT1,-0.8831247956021482,0.0009802421870516
TOM1L2,-1.523719585269954,0.000985152839411
MSH2,0.6010108875425253,0.0009974529862533
FLVCR2,0.6651677323581424,0.001007373082145
FUT8,0.991984212462154,0.0010123927772488
H3F3A,0.622752385719294,0.0010250722174559
SKAP1,0.8471723678722141,0.0010339066069852
PSMB8,0.8730204519208531,0.0010355988419808
CCL18,1.9547178331060648,0.0010412966281438
NSD1,0.6253807446132624,0.0010433116933504
STAT5B,-0.7070144862456544,0.0010438880643394
PLEKHA1,-1.1713470679127198,0.0010467274322785
ASH1L,-0.467226276030634,0.0010516181585942
SIT1,1.9894026935574785,0.0010619007834533
RTN4,-0.3012645681142398,0.0010714869191887
IL32,2.717211133367248,0.001076194623464
IFI27,0.7325693893606768,0.0010776737936331
RAD50,-0.6710218176229148,0.0010844770268445
AR,-1.428441076920083,0.0010892175287927
SLC26A10,-0.8614748162406913,0.0010897092478706
NCR3,1.4779307398382704,0.0010959953268256
MOXD1,1.0670023923539338,0.0011001537461791
MTMR3,-1.588253909798337,0.0011018076309572
NOLC1,-0.7756318090632446,0.0011165964458627
SEPT6,1.389130336769032,0.0011196230110327
